"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence","mode"
"147","B2M_KIR2DL3","B2M","beta-2-microglobulin","KIR2DL3","killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3","","","","","STRING.binding","STRING.experiment","","KIR2DL3","","novel","putative","UNCAT"
"148","B2M_KIR3DL1","B2M","beta-2-microglobulin","KIR3DL1","killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1","","","","","STRING.binding","STRING.experiment","","KIR3DL1","","novel","putative","UNCAT"
"149","B2M_KLRC1","B2M","beta-2-microglobulin","KLRC1","killer cell lectin-like receptor subfamily C, member 1","","","","","STRING.binding","STRING.experiment","","KLRC1","","novel","putative","UNCAT"
"150","B2M_KLRD1","B2M","beta-2-microglobulin","KLRD1","killer cell lectin-like receptor subfamily D, member 1","","","","","STRING.binding","STRING.experiment","","KLRD1","","novel","putative","UNCAT"
"151","B2M_LILRB1","B2M","beta-2-microglobulin","LILRB1","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1","","","","HPRD","STRING.binding","STRING.experiment","","LILRB1","","novel","literature supported","UNCAT"
"152","B2M_LILRB2","B2M","beta-2-microglobulin","LILRB2","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2","","","","","STRING.binding","STRING.experiment","","LILRB2","","novel","putative","UNCAT"
"153","B2M_TFRC","B2M","beta-2-microglobulin","TFRC","transferrin receptor","","","","","STRING.binding","STRING.experiment","","TFRC","","novel","putative","Transferrin"
"154","BCAN_EGFR","BCAN","brevican","EGFR","epidermal growth factor receptor","","","","","STRING.binding","","","EGFR","","novel","putative","EGF"
"155","BCAN_NRCAM","BCAN","brevican","NRCAM","neuronal cell adhesion molecule","","","","","STRING.binding","","","","","novel","putative","UNCAT"
"156","BDNF_DDR1","BDNF","brain-derived neurotrophic factor","DDR1","discoidin domain receptor tyrosine kinase 1","","","","","STRING.binding","","BDNF","DDR1","","novel","putative","Neurotrophins"
"157","BDNF_DRD4","BDNF","brain-derived neurotrophic factor","DRD4","dopamine receptor D4","","","","","STRING.binding","","BDNF","DRD4","","novel","putative","Neurotrophins"
"158","BDNF_NGFR","BDNF","brain-derived neurotrophic factor","NGFR","nerve growth factor receptor","DLRP","","IUPHAR","","STRING.binding","","BDNF","NGFR","","known","literature supported","Neurotrophins"
"159","BDNF_NGFRAP1","BDNF","brain-derived neurotrophic factor","NGFRAP1","nerve growth factor receptor (TNFRSF16) associated protein 1","","HPMR","","","","","BDNF","NGFRAP1","","known","literature supported","Neurotrophins"
"160","BDNF_NTRK2","BDNF","brain-derived neurotrophic factor","NTRK2","neurotrophic tyrosine kinase, receptor, type 2","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BDNF","NTRK2","","known","literature supported","Neurotrophins"
"161","BDNF_SORT1","BDNF","brain-derived neurotrophic factor","SORT1","sortilin 1","","","","HPRD","STRING.binding","STRING.experiment","BDNF","SORT1","","novel","literature supported","Neurotrophins"
"162","BGN_LY96","BGN","biglycan","LY96","lymphocyte antigen 96","","","","","STRING.binding","","","LY96","","novel","putative","UNCAT"
"163","BGN_TLR1","BGN","biglycan","TLR1","toll-like receptor 1","","","","","STRING.binding","","","TLR1","","novel","putative","TLR"
"164","BGN_TLR2","BGN","biglycan","TLR2","toll-like receptor 2","","","","","STRING.binding","","","TLR2","16025156","novel","literature supported","TLR"
"165","BGN_TLR4","BGN","biglycan","TLR4","toll-like receptor 4","","","","","STRING.binding","","","TLR4","16025156","novel","literature supported","TLR"
"166","BMP10_ACVR1","BMP10","bone morphogenetic protein 10","ACVR1","activin A receptor, type I","DLRP","","","","","","BMP10","ACVR1","","known","putative","BMP"
"167","BMP10_ACVR2A","BMP10","bone morphogenetic protein 10","ACVR2A","activin A receptor, type IIA","DLRP","HPMR","","","","","BMP10","ACVR2A","","known","literature supported","BMP"
"168","BMP10_ACVR2B","BMP10","bone morphogenetic protein 10","ACVR2B","activin A receptor, type IIB","DLRP","","","","","","BMP10","ACVR2B","","known","putative","BMP"
"169","BMP10_ACVRL1","BMP10","bone morphogenetic protein 10","ACVRL1","activin A receptor type II-like 1","","HPMR","","","","","BMP10","ACVRL1","","known","literature supported","BMP"
"170","BMP10_BMPR1A","BMP10","bone morphogenetic protein 10","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","","","","BMP10","BMPR1A","","known","literature supported","BMP"
"171","BMP10_BMPR1B","BMP10","bone morphogenetic protein 10","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP","","","","","","BMP10","BMPR1B","16049014","known","literature supported","BMP"
"172","BMP10_BMPR2","BMP10","bone morphogenetic protein 10","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","HPMR","","","","","BMP10","BMPR2","","known","literature supported","BMP"
"173","BMP10_ENG","BMP10","bone morphogenetic protein 10","ENG","endoglin","","","","","","","","","21737454","novel","literature supported","BMP"
"174","BMP15_ACVR1","BMP15","bone morphogenetic protein 15","ACVR1","activin A receptor, type I","DLRP","","","","","","BMP15","ACVR1","","known","putative","BMP"
"175","BMP15_ACVR2A","BMP15","bone morphogenetic protein 15","ACVR2A","activin A receptor, type IIA","DLRP","","","","","","BMP15","ACVR2A","2419820","known","literature supported","BMP"
"176","BMP15_ACVR2B","BMP15","bone morphogenetic protein 15","ACVR2B","activin A receptor, type IIB","DLRP","","","","","","BMP15","ACVR2B","","known","putative","BMP"
"177","BMP15_BMPR1A","BMP15","bone morphogenetic protein 15","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","","","","","","BMP15","BMPR1A","2419820","known","literature supported","BMP"
"178","BMP15_BMPR1B","BMP15","bone morphogenetic protein 15","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","","BMP15","BMPR1B","","known","literature supported","BMP"
"179","BMP15_BMPR2","BMP15","bone morphogenetic protein 15","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","HPMR","","","STRING.binding","","BMP15","BMPR2","","known","literature supported","BMP"
"180","BMP2_ACVR1","BMP2","bone morphogenetic protein 2","ACVR1","activin A receptor, type I","DLRP","","","HPRD","","","BMP2","ACVR1","","known","literature supported","BMP"
"181","BMP2_ACVR2A","BMP2","bone morphogenetic protein 2","ACVR2A","activin A receptor, type IIA","DLRP","","","","STRING.binding","","BMP2","ACVR2A","21702718","known","literature supported","BMP"
"182","BMP2_ACVR2B","BMP2","bone morphogenetic protein 2","ACVR2B","activin A receptor, type IIB","DLRP","","","HPRD","STRING.binding","STRING.experiment","BMP2","ACVR2B","","known","literature supported","BMP"
"183","BMP2_BMPR1A","BMP2","bone morphogenetic protein 2","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","HPRD","","","BMP2","BMPR1A","","known","literature supported","BMP"
"184","BMP2_BMPR1B","BMP2","bone morphogenetic protein 2","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP2","BMPR1B","","known","literature supported","BMP"
"185","BMP2_BMPR2","BMP2","bone morphogenetic protein 2","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP2","BMPR2","","known","literature supported","BMP"
"186","BMP2_ENG","BMP2","bone morphogenetic protein 2","ENG","endoglin","","","","HPRD","STRING.binding","","BMP2","ENG","","novel","literature supported","BMP"
"187","BMP2_HFE2","BMP2","bone morphogenetic protein 2","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","BMP2","","18287331","novel","literature supported","BMP"
"188","BMP3_ACVR1","BMP3","bone morphogenetic protein 3","ACVR1","activin A receptor, type I","DLRP","","","","","","","ACVR1","","known","putative","BMP"
"189","BMP3_ACVR2A","BMP3","bone morphogenetic protein 3","ACVR2A","activin A receptor, type IIA","DLRP","","","","STRING.binding","","","ACVR2A","","known","putative","BMP"
"190","BMP3_ACVR2B","BMP3","bone morphogenetic protein 3","ACVR2B","activin A receptor, type IIB","DLRP","","","","","","","ACVR2B","22074949","known","literature supported","BMP"
"191","BMP3_BMPR1A","BMP3","bone morphogenetic protein 3","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","","","","","","","BMPR1A","","known","putative","BMP"
"192","BMP3_BMPR1B","BMP3","bone morphogenetic protein 3","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP","","","","","","","BMPR1B","","known","putative","BMP"
"193","BMP3_BMPR2","BMP3","bone morphogenetic protein 3","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","","","","","BMPR2","","known","putative","BMP"
"194","BMP4_ACVR1","BMP4","bone morphogenetic protein 4","ACVR1","activin A receptor, type I","DLRP","","","","","","BMP4","ACVR1","","known","putative","BMP"
"195","BMP4_ACVR2A","BMP4","bone morphogenetic protein 4","ACVR2A","activin A receptor, type IIA","DLRP","","","","","","BMP4","ACVR2A","","known","putative","BMP"
"196","BMP4_ACVR2B","BMP4","bone morphogenetic protein 4","ACVR2B","activin A receptor, type IIB","DLRP","","","","","","BMP4","ACVR2B","","known","putative","BMP"
"197","BMP4_BMPR1A","BMP4","bone morphogenetic protein 4","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","HPRD","","","BMP4","BMPR1A","","known","literature supported","BMP"
"198","BMP4_BMPR1B","BMP4","bone morphogenetic protein 4","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP4","BMPR1B","","known","literature supported","BMP"
"199","BMP4_BMPR2","BMP4","bone morphogenetic protein 4","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP4","BMPR2","","known","literature supported","BMP"
"200","BMP4_HFE2","BMP4","bone morphogenetic protein 4","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","BMP4","","","novel","putative","BMP"
"201","BMP5_ACVR1","BMP5","bone morphogenetic protein 5","ACVR1","activin A receptor, type I","DLRP","","","","","","","ACVR1","","known","putative","BMP"
"202","BMP5_ACVR2A","BMP5","bone morphogenetic protein 5","ACVR2A","activin A receptor, type IIA","DLRP","","","","","","","ACVR2A","","known","putative","BMP"
"203","BMP5_ACVR2B","BMP5","bone morphogenetic protein 5","ACVR2B","activin A receptor, type IIB","DLRP","","","","","","","ACVR2B","","known","putative","BMP"
"204","BMP5_BMPR1A","BMP5","bone morphogenetic protein 5","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","","","HPRD","","","","BMPR1A","","known","literature supported","BMP"
"205","BMP5_BMPR1B","BMP5","bone morphogenetic protein 5","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP","","","","","","","BMPR1B","","known","putative","BMP"
"206","BMP5_BMPR2","BMP5","bone morphogenetic protein 5","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","","","","","BMPR2","","known","putative","BMP"
"207","BMP5_HFE2","BMP5","bone morphogenetic protein 5","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","","","","novel","putative","BMP"
"208","BMP6_ACVR1","BMP6","bone morphogenetic protein 6","ACVR1","activin A receptor, type I","DLRP","HPMR","","","","","BMP6","ACVR1","","known","literature supported","BMP"
"209","BMP6_ACVR2A","BMP6","bone morphogenetic protein 6","ACVR2A","activin A receptor, type IIA","DLRP","","","HPRD","STRING.binding","STRING.experiment","BMP6","ACVR2A","","known","literature supported","BMP"
"210","BMP6_ACVR2B","BMP6","bone morphogenetic protein 6","ACVR2B","activin A receptor, type IIB","DLRP","","","","","","BMP6","ACVR2B","","known","putative","BMP"
"211","BMP6_BMPR1A","BMP6","bone morphogenetic protein 6","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","HPRD","","","BMP6","BMPR1A","","known","literature supported","BMP"
"212","BMP6_BMPR1B","BMP6","bone morphogenetic protein 6","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP","","","HPRD","STRING.binding","","BMP6","BMPR1B","","known","literature supported","BMP"
"213","BMP6_BMPR2","BMP6","bone morphogenetic protein 6","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","HPRD","STRING.binding","STRING.experiment","BMP6","BMPR2","","known","literature supported","BMP"
"214","BMP7_ACVR1","BMP7","bone morphogenetic protein 7","ACVR1","activin A receptor, type I","DLRP","HPMR","","HPRD","STRING.binding","","BMP7","ACVR1","","known","literature supported","BMP"
"215","BMP7_ACVR2A","BMP7","bone morphogenetic protein 7","ACVR2A","activin A receptor, type IIA","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP7","ACVR2A","","known","literature supported","BMP"
"216","BMP7_ACVR2B","BMP7","bone morphogenetic protein 7","ACVR2B","activin A receptor, type IIB","DLRP","","","HPRD","","","BMP7","ACVR2B","","known","literature supported","BMP"
"217","BMP7_BMPR1A","BMP7","bone morphogenetic protein 7","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","HPMR","","HPRD","","","BMP7","BMPR1A","","known","literature supported","BMP"
"218","BMP7_BMPR1B","BMP7","bone morphogenetic protein 7","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","BMP7","BMPR1B","","known","literature supported","BMP"
"219","BMP7_BMPR2","BMP7","bone morphogenetic protein 7","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","HPRD","STRING.binding","STRING.experiment","BMP7","BMPR2","","known","literature supported","BMP"
"220","BMP7_ENG","BMP7","bone morphogenetic protein 7","ENG","endoglin","","","","HPRD","","","BMP7","ENG","","novel","literature supported","BMP"
"221","BMP8B_ACVR1","BMP8B","bone morphogenetic protein 8b","ACVR1","activin A receptor, type I","DLRP","","","","","","","ACVR1","","known","putative","BMP"
"222","BMP8B_ACVR2A","BMP8B","bone morphogenetic protein 8b","ACVR2A","activin A receptor, type IIA","DLRP","","","","","","","ACVR2A","","known","putative","BMP"
"223","BMP8B_ACVR2B","BMP8B","bone morphogenetic protein 8b","ACVR2B","activin A receptor, type IIB","DLRP","","","","","","","ACVR2B","","known","putative","BMP"
"224","BMP8B_BMPR1A","BMP8B","bone morphogenetic protein 8b","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","","","","","","","BMPR1A","","known","putative","BMP"
"225","BMP8B_BMPR1B","BMP8B","bone morphogenetic protein 8b","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP","","","","","","","BMPR1B","","known","putative","BMP"
"226","BMP8B_BMPR2","BMP8B","bone morphogenetic protein 8b","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","DLRP","","","","","","","BMPR2","","known","putative","BMP"
"227","BST1_CAV1","BST1","bone marrow stromal cell antigen 1","CAV1","caveolin 1, caveolae protein, 22kDa","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"228","BTC_EGFR","BTC","betacellulin","EGFR","epidermal growth factor receptor","DLRP","HPMR","IUPHAR","HPRD","","","BTC","EGFR","","known","literature supported","EGF"
"229","BTC_ERBB2","BTC","betacellulin","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","HPRD","","","BTC","ERBB2","","novel","literature supported","UNCAT"
"230","BTC_ERBB3","BTC","betacellulin","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","DLRP","","","","","","BTC","ERBB3","9312020","known","literature supported","UNCAT"
"231","BTC_ERBB4","BTC","betacellulin","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","DLRP","HPMR","IUPHAR","HPRD","","","BTC","ERBB4","","known","literature supported","UNCAT"
"232","BTLA_CD247","BTLA","B and T lymphocyte associated","CD247","CD247 molecule","","","","","STRING.binding","","","","","novel","putative","TNF"
"233","BTLA_CD79A","BTLA","B and T lymphocyte associated","CD79A","CD79a molecule, immunoglobulin-associated alpha","","","","","STRING.binding","","","","19155498","novel","literature supported","TNF"
"234","BTLA_TNFRSF14","BTLA","B and T lymphocyte associated","TNFRSF14","tumor necrosis factor receptor superfamily, member 14","","","IUPHAR","HPRD","STRING.binding","STRING.experiment","","TNFRSF14","","known","literature supported","TNF"
"235","BTLA_VTCN1","BTLA","B and T lymphocyte associated","VTCN1","V-set domain containing T cell activation inhibitor 1","","","","HPRD","","","","","","novel","literature supported","TNF"
"236","C1QA_CD93","C1QA","complement component 1, q subcomponent, A chain","CD93","CD93 molecule","","","","HPRD","","","","CD93","","novel","literature supported","Vasoactive"
"237","C1QA_CR1","C1QA","complement component 1, q subcomponent, A chain","CR1","complement component (3b/4b) receptor 1 (Knops blood group)","","","","HPRD","","","","","","novel","literature supported","Vasoactive"
